gene_id_x,snp_count,exon_length,snp_density,gene_id_norm_x,gene_id_mapped,gene_id_y,expression,gene_id_norm_y
rna-NM_001298024.1,11,398,0.02763819095477387,NM_001298024,FBgn0265362,FBgn0265362,6.5810276679841895,FBgn0265362
rna-NM_132113.4,45,1179,0.03816793893129771,NM_132113,FBgn0029892,FBgn0029892,3.9996047430830073,FBgn0029892
rna-NM_132114.2,223,4658,0.04787462430227565,NM_132114,FBgn0029893,FBgn0029893,106.15415019762845,FBgn0029893
rna-NM_001298027.1,217,4412,0.049184043517679056,NM_001298027,FBgn0029893,FBgn0029893,106.15415019762845,FBgn0029893
rna-NM_001298025.1,222,4562,0.04866286716352477,NM_001298025,FBgn0029893,FBgn0029893,106.15415019762845,FBgn0029893
rna-NM_001169210.2,213,4388,0.04854147675478578,NM_001169210,FBgn0029893,FBgn0029893,106.15415019762845,FBgn0029893
rna-NM_001298026.1,155,2983,0.0519611129735166,NM_001298026,FBgn0029893,FBgn0029893,106.15415019762845,FBgn0029893
rna-NM_132115.3,129,2638,0.04890068233510235,NM_132115,FBgn0029894,FBgn0029894,108.1189723320158,FBgn0029894
rna-NM_001272358.1,98,1802,0.05438401775804662,NM_001272358,FBgn0029894,FBgn0029894,108.1189723320158,FBgn0029894
rna-NM_132116.4,378,7047,0.05363984674329502,NM_132116,FBgn0029895,FBgn0029895,9.037154150197628,FBgn0029895
rna-NM_001272361.2,271,4754,0.05700462768195204,NM_001272361,FBgn0029895,FBgn0029895,9.037154150197628,FBgn0029895
rna-NM_001272360.2,267,4612,0.057892454466608845,NM_001272360,FBgn0029895,FBgn0029895,9.037154150197628,FBgn0029895
rna-NM_001272359.2,252,4433,0.05684637942702459,NM_001272359,FBgn0029895,FBgn0029895,9.037154150197628,FBgn0029895
rna-NM_167088.2,60,854,0.0702576112412178,NM_167088,FBgn0029897,FBgn0029897,1038.901185770751,FBgn0029897
rna-NM_167089.2,68,941,0.07226354941551541,NM_167089,FBgn0029897,FBgn0029897,1038.901185770751,FBgn0029897
rna-NM_132118.3,77,1100,0.07,NM_132118,FBgn0029897,FBgn0029897,1038.901185770751,FBgn0029897
rna-NM_167087.1,60,837,0.07168458781362007,NM_167087,FBgn0029897,FBgn0029897,1038.901185770751,FBgn0029897
rna-NM_001298032.1,57,830,0.06867469879518072,NM_001298032,FBgn0029897,FBgn0029897,1038.901185770751,FBgn0029897
rna-NM_132120.2,666,10768,0.06184992570579495,NM_132120,FBgn0287725,FBgn0287725,112.41106719367589,FBgn0287725
rna-NM_167090.2,632,10332,0.061169183120402634,NM_167090,FBgn0287725,FBgn0287725,112.41106719367589,FBgn0287725
rna-NM_001298033.1,632,10329,0.0611869493658631,NM_001298033,FBgn0287725,FBgn0287725,112.41106719367589,FBgn0287725
rna-NM_143710.3,41,899,0.04560622914349277,NM_143710,FBgn0029502,FBgn0029502,5.414624505928844,FBgn0029502
rna-NM_001298037.1,304,6103,0.049811568081271504,NM_001298037,FBgn0259228,FBgn0259228,64.58102766798419,FBgn0259228
rna-NM_176694.3,346,7553,0.045809612074672316,NM_176694,FBgn0259228,FBgn0259228,64.58102766798419,FBgn0259228
rna-NM_001272362.1,291,5648,0.051522662889518414,NM_001272362,FBgn0259228,FBgn0259228,64.58102766798419,FBgn0259228
rna-NM_001144695.3,261,5651,0.04618651566094496,NM_001144695,FBgn0259228,FBgn0259228,64.58102766798419,FBgn0259228
rna-NM_001272364.1,266,5804,0.04583046175051689,NM_001272364,FBgn0259228,FBgn0259228,64.58102766798419,FBgn0259228
rna-NM_001144696.3,267,5804,0.04600275671950379,NM_001144696,FBgn0259228,FBgn0259228,64.58102766798419,FBgn0259228
rna-NM_001144697.2,261,5244,0.04977116704805492,NM_001144697,FBgn0259228,FBgn0259228,64.58102766798419,FBgn0259228
rna-NM_001144694.2,267,5397,0.049471928849360754,NM_001144694,FBgn0259228,FBgn0259228,64.58102766798419,FBgn0259228
rna-NM_001272363.1,234,5027,0.046548637358265366,NM_001272363,FBgn0259228,FBgn0259228,64.58102766798419,FBgn0259228
rna-NM_132122.5,282,6467,0.04360599969073759,NM_132122,FBgn0259228,FBgn0259228,64.58102766798419,FBgn0259228
rna-NM_001258625.2,449,6374,0.07044242234075933,NM_001258625,FBgn0029903,FBgn0029903,158.98418972332016,FBgn0029903
rna-NM_167091.3,392,5798,0.06760952052431873,NM_167091,FBgn0029903,FBgn0029903,158.98418972332016,FBgn0029903
rna-NM_001103427.3,426,6031,0.07063505223014425,NM_001103427,FBgn0029903,FBgn0029903,158.98418972332016,FBgn0029903
rna-NM_167092.3,389,5797,0.0671036743143005,NM_167092,FBgn0029903,FBgn0029903,158.98418972332016,FBgn0029903
rna-NM_167093.2,383,5737,0.06675963046888618,NM_167093,FBgn0029903,FBgn0029903,158.98418972332016,FBgn0029903
rna-NM_132124.5,391,5837,0.06698646565016275,NM_132124,FBgn0029903,FBgn0029903,158.98418972332016,FBgn0029903
rna-NM_167094.2,396,5806,0.06820530485704444,NM_167094,FBgn0029903,FBgn0029903,158.98418972332016,FBgn0029903
rna-NM_132126.3,213,2522,0.084456780333069,NM_132126,FBgn0029905,FBgn0029905,162.8893280632411,FBgn0029905
rna-NM_132127.4,67,1640,0.04085365853658537,NM_132127,FBgn0029906,FBgn0029906,38.43873517786561,FBgn0029906
rna-NM_132128.3,84,890,0.09438202247191012,NM_132128,FBgn0029907,FBgn0029907,54.070750988142294,FBgn0029907
rna-NM_001298038.1,723,10621,0.06807268618774127,NM_001298038,FBgn0263968,FBgn0263968,13.126482213438734,FBgn0263968
rna-NM_167095.3,662,10039,0.06594282299033769,NM_167095,FBgn0263968,FBgn0263968,13.126482213438734,FBgn0263968
rna-NM_001169211.2,244,3831,0.06369094231271208,NM_001169211,FBgn0029911,FBgn0029911,104.53754940711462,FBgn0029911
rna-NM_132131.4,201,2573,0.078118927322192,NM_132131,FBgn0029911,FBgn0029911,104.53754940711462,FBgn0029911
rna-NM_132132.3,226,3240,0.06975308641975309,NM_132132,FBgn0029912,FBgn0029912,9.897628458498016,FBgn0029912
rna-NM_132133.3,124,1576,0.07868020304568528,NM_132133,FBgn0029913,FBgn0029913,13.641897233201576,FBgn0029913
rna-NM_132134.4,186,2115,0.08794326241134752,NM_132134,FBgn0029914,FBgn0029914,43.93754940711463,FBgn0029914
rna-NM_001169212.2,174,1868,0.09314775160599571,NM_001169212,FBgn0029914,FBgn0029914,43.93754940711463,FBgn0029914
rna-NM_001298040.1,132,1507,0.08759124087591241,NM_001298040,FBgn0029915,FBgn0029915,28.91699604743083,FBgn0029915
rna-NM_001298039.1,81,987,0.08206686930091185,NM_001298039,FBgn0029915,FBgn0029915,28.91699604743083,FBgn0029915
rna-NM_132135.2,72,730,0.09863013698630137,NM_132135,FBgn0029915,FBgn0029915,28.91699604743083,FBgn0029915
rna-NM_001298042.1,118,2425,0.04865979381443299,NM_001298042,FBgn0263993,FBgn0263993,203.2806324110672,FBgn0263993
rna-NM_001298041.1,112,2393,0.046803175929795236,NM_001298041,FBgn0263993,FBgn0263993,203.2806324110672,FBgn0263993
rna-NM_001298043.1,150,7668,0.019561815336463225,NM_001298043,FBgn0263993,FBgn0263993,203.2806324110672,FBgn0263993
rna-NM_001272369.2,132,7387,0.017869229727900365,NM_001272369,FBgn0263993,FBgn0263993,203.2806324110672,FBgn0263993
rna-NM_001272367.2,116,5815,0.01994840928632846,NM_001272367,FBgn0263993,FBgn0263993,203.2806324110672,FBgn0263993
rna-NM_001031888.2,116,4330,0.02678983833718245,NM_001031888,FBgn0263993,FBgn0263993,203.2806324110672,FBgn0263993
rna-NM_001272365.1,122,2469,0.049412717699473474,NM_001272365,FBgn0263993,FBgn0263993,203.2806324110672,FBgn0263993
rna-NM_001272366.1,134,2805,0.04777183600713013,NM_001272366,FBgn0263993,FBgn0263993,203.2806324110672,FBgn0263993
rna-NM_001272368.2,23,5533,0.004156876920296404,NM_001272368,FBgn0263993,FBgn0263993,203.2806324110672,FBgn0263993
rna-NM_001031887.2,11,4258,0.0025833724753405356,NM_001031887,FBgn0263993,FBgn0263993,203.2806324110672,FBgn0263993
rna-NM_001031889.2,23,4382,0.005248744865358284,NM_001031889,FBgn0263993,FBgn0263993,203.2806324110672,FBgn0263993
rna-NM_001298044.1,252,7289,0.03457264370969955,NM_001298044,FBgn0029922,FBgn0029922,2.9671936758893356,FBgn0029922
rna-NM_001382030.1,166,5458,0.030414071088310738,NM_001382030,FBgn0029922,FBgn0029922,2.9671936758893356,FBgn0029922
rna-NM_132141.5,164,5404,0.030347890451517395,NM_132141,FBgn0029922,FBgn0029922,2.9671936758893356,FBgn0029922
rna-NM_167100.3,112,2189,0.05116491548652353,NM_167100,FBgn0052732,FBgn0052732,7.552964426877449,FBgn0052732
rna-NM_132143.3,148,2240,0.06607142857142857,NM_132143,FBgn0029924,FBgn0029924,32.513043478260926,FBgn0029924
rna-NM_132144.3,60,1070,0.056074766355140186,NM_132144,FBgn0029925,FBgn0029925,17.086956521739125,FBgn0029925
rna-NM_001258628.3,101,2158,0.04680259499536608,NM_001258628,FBgn0004646,FBgn0004646,152.9604743083004,FBgn0004646
rna-NM_001258629.2,152,2794,0.05440229062276306,NM_001258629,FBgn0004646,FBgn0004646,152.9604743083004,FBgn0004646
rna-NM_001272371.1,161,3068,0.05247718383311604,NM_001272371,FBgn0004646,FBgn0004646,152.9604743083004,FBgn0004646
rna-NM_080085.5,93,2161,0.043035631652012955,NM_080085,FBgn0004646,FBgn0004646,152.9604743083004,FBgn0004646
rna-NM_167101.3,87,1802,0.04827968923418424,NM_167101,FBgn0004646,FBgn0004646,152.9604743083004,FBgn0004646
rna-NM_001272370.1,76,1689,0.044997039668442866,NM_001272370,FBgn0004646,FBgn0004646,152.9604743083004,FBgn0004646
rna-NM_132145.4,47,703,0.06685633001422475,NM_132145,FBgn0261284,FBgn0261284,11.77905138339921,FBgn0261284
rna-NM_001272372.1,370,5266,0.07026205848841625,NM_001272372,FBgn0027108,FBgn0027108,722.6482213438735,FBgn0027108
rna-NM_167104.3,191,2758,0.06925308194343727,NM_167104,FBgn0027108,FBgn0027108,722.6482213438735,FBgn0027108
rna-NM_132147.4,156,2316,0.06735751295336788,NM_132147,FBgn0027108,FBgn0027108,722.6482213438735,FBgn0027108
rna-NM_001169213.2,140,1832,0.07641921397379912,NM_001169213,FBgn0027108,FBgn0027108,722.6482213438735,FBgn0027108
rna-NM_001272373.1,102,1774,0.05749718151071026,NM_001272373,FBgn0000330,FBgn0000330,52.43478260869565,FBgn0000330
rna-NM_176700.3,90,1469,0.06126616746085772,NM_176700,FBgn0000330,FBgn0000330,52.43478260869565,FBgn0000330
rna-NM_001298045.1,118,1643,0.07181984175289105,NM_001298045,FBgn0029928,FBgn0029928,2.1573122529644357,FBgn0029928
rna-NM_132148.2,108,1424,0.07584269662921349,NM_132148,FBgn0029928,FBgn0029928,2.1573122529644357,FBgn0029928
rna-NM_132149.4,79,1123,0.07034728406055209,NM_132149,FBgn0029929,FBgn0029929,147.6600790513834,FBgn0029929
rna-NM_001298046.1,46,889,0.05174353205849269,NM_001298046,FBgn0029929,FBgn0029929,147.6600790513834,FBgn0029929
rna-NM_132150.3,142,2529,0.05614867536575722,NM_132150,FBgn0029930,FBgn0029930,1.163636363636365,FBgn0029930
rna-NM_001042797.2,107,1752,0.06107305936073059,NM_001042797,FBgn0029930,FBgn0029930,1.163636363636365,FBgn0029930
rna-NM_132151.2,92,1167,0.07883461868037704,NM_132151,FBgn0029931,FBgn0029931,41.46403162055336,FBgn0029931
rna-NM_078512.5,37,846,0.04373522458628842,NM_078512,FBgn0004143,FBgn0004143,15.73636363636362,FBgn0004143
rna-NM_001031891.3,432,5964,0.07243460764587525,NM_001031891,FBgn0264270,FBgn0264270,297.4822134387352,FBgn0264270
rna-NM_001272374.1,379,5164,0.07339271882261812,NM_001272374,FBgn0264270,FBgn0264270,297.4822134387352,FBgn0264270
rna-NM_167114.2,379,5164,0.07339271882261812,NM_167114,FBgn0264270,FBgn0264270,297.4822134387352,FBgn0264270
rna-NM_001169215.2,301,4077,0.07382879568310032,NM_001169215,FBgn0264270,FBgn0264270,297.4822134387352,FBgn0264270
rna-NM_001272375.2,301,4077,0.07382879568310032,NM_001272375,FBgn0264270,FBgn0264270,297.4822134387352,FBgn0264270
rna-NM_001031893.2,328,4309,0.07611974936180088,NM_001031893,FBgn0264270,FBgn0264270,297.4822134387352,FBgn0264270
rna-NM_001169217.2,289,3738,0.07731407169609417,NM_001169217,FBgn0264270,FBgn0264270,297.4822134387352,FBgn0264270
rna-NM_167111.3,195,2892,0.06742738589211618,NM_167111,FBgn0264270,FBgn0264270,297.4822134387352,FBgn0264270
rna-NM_167112.2,193,3097,0.06231837261866322,NM_167112,FBgn0264270,FBgn0264270,297.4822134387352,FBgn0264270
rna-NM_167117.2,216,3263,0.0661967514557156,NM_167117,FBgn0264270,FBgn0264270,297.4822134387352,FBgn0264270
rna-NM_001272376.1,224,3317,0.06753090141694303,NM_001272376,FBgn0264270,FBgn0264270,297.4822134387352,FBgn0264270
rna-NM_167116.2,203,3227,0.06290672451193059,NM_167116,FBgn0264270,FBgn0264270,297.4822134387352,FBgn0264270
rna-NM_167113.3,205,2863,0.07160321341250436,NM_167113,FBgn0264270,FBgn0264270,297.4822134387352,FBgn0264270
rna-NM_167115.3,213,2933,0.0726218888510058,NM_167115,FBgn0264270,FBgn0264270,297.4822134387352,FBgn0264270
rna-NM_001031892.2,181,2758,0.06562726613488035,NM_001031892,FBgn0264270,FBgn0264270,297.4822134387352,FBgn0264270
rna-NM_001316622.1,113,1776,0.06362612612612613,NM_001316622,FBgn0264270,FBgn0264270,297.4822134387352,FBgn0264270
rna-NM_001169218.3,113,1800,0.06277777777777778,NM_001169218,FBgn0264270,FBgn0264270,297.4822134387352,FBgn0264270
rna-NM_001031894.1,115,1854,0.06202804746494067,NM_001031894,FBgn0264270,FBgn0264270,297.4822134387352,FBgn0264270
rna-NM_167118.2,138,2020,0.06831683168316832,NM_167118,FBgn0264270,FBgn0264270,297.4822134387352,FBgn0264270
rna-NM_001272377.1,145,2068,0.07011605415860735,NM_001272377,FBgn0264270,FBgn0264270,297.4822134387352,FBgn0264270
rna-NM_001169216.2,151,2112,0.07149621212121213,NM_001169216,FBgn0264270,FBgn0264270,297.4822134387352,FBgn0264270
rna-NM_167110.3,117,1886,0.06203605514316013,NM_167110,FBgn0264270,FBgn0264270,297.4822134387352,FBgn0264270
rna-NM_001169219.1,118,1910,0.061780104712041886,NM_001169219,FBgn0264270,FBgn0264270,297.4822134387352,FBgn0264270
rna-NM_001031895.1,149,2130,0.06995305164319249,NM_001031895,FBgn0264270,FBgn0264270,297.4822134387352,FBgn0264270
rna-NM_080052.4,103,1515,0.06798679867986798,NM_080052,FBgn0264270,FBgn0264270,297.4822134387352,FBgn0264270
rna-NM_132154.3,118,1973,0.05980739989863153,NM_132154,FBgn0029935,FBgn0029935,29.454545454545453,FBgn0029935
rna-NM_132155.3,142,1694,0.08382526564344746,NM_132155,FBgn0029936,FBgn0029936,17.035968379446636,FBgn0029936
rna-NM_001272379.1,151,1819,0.08301264431006047,NM_001272379,FBgn0029936,FBgn0029936,17.035968379446636,FBgn0029936
rna-NM_132156.3,59,1060,0.05566037735849057,NM_132156,FBgn0029937,FBgn0029937,10.696837944664027,FBgn0029937
rna-NM_167119.3,306,3674,0.08328796951551443,NM_167119,FBgn0027342,FBgn0027342,36.94664031620555,FBgn0027342
rna-NM_078513.3,315,3927,0.08021390374331551,NM_078513,FBgn0027342,FBgn0027342,36.94664031620555,FBgn0027342
rna-NM_001103429.5,390,6154,0.06337341566460838,NM_001103429,FBgn0029939,FBgn0029939,6.669169960474311,FBgn0029939
rna-NM_132157.2,360,5637,0.06386375731772219,NM_132157,FBgn0029939,FBgn0029939,6.669169960474311,FBgn0029939
rna-NM_167121.3,431,6934,0.06215748485722527,NM_167121,FBgn0029939,FBgn0029939,6.669169960474311,FBgn0029939
rna-NM_001370055.1,364,5755,0.06324934839270199,NM_001370055,FBgn0029939,FBgn0029939,6.669169960474311,FBgn0029939
rna-NM_001103430.4,364,5755,0.06324934839270199,NM_001103430,FBgn0029939,FBgn0029939,6.669169960474311,FBgn0029939
rna-NM_167124.3,240,4077,0.05886681383370125,NM_167124,FBgn0029941,FBgn0029941,1219.1422924901185,FBgn0029941
rna-NM_132159.3,218,3679,0.05925523240010872,NM_132159,FBgn0029941,FBgn0029941,1219.1422924901185,FBgn0029941
rna-NM_001298048.1,249,4100,0.06073170731707317,NM_001298048,FBgn0029941,FBgn0029941,1219.1422924901185,FBgn0029941
rna-NM_001298047.1,214,3461,0.06183184050852355,NM_001298047,FBgn0029941,FBgn0029941,1219.1422924901185,FBgn0029941
rna-NM_001201624.1,71,1141,0.06222611744084137,NM_001201624,FBgn0029942,FBgn0029942,36.873517786561266,FBgn0029942
rna-NM_132160.3,72,1197,0.06015037593984962,NM_132160,FBgn0029942,FBgn0029942,36.873517786561266,FBgn0029942
rna-NM_001298049.1,121,2340,0.051709401709401706,NM_001298049,FBgn0025549,FBgn0025549,336.0355731225296,FBgn0025549
rna-NM_132161.5,106,2031,0.052191038897095025,NM_132161,FBgn0025549,FBgn0025549,336.0355731225296,FBgn0025549
rna-NM_078514.4,112,3194,0.03506574827802129,NM_078514,FBgn0024250,FBgn0024250,48.60711462450593,FBgn0024250
rna-NM_132162.4,70,1418,0.04936530324400564,NM_132162,FBgn0029943,FBgn0029943,32.95652173913044,FBgn0029943
rna-NM_132163.4,175,3487,0.050186406653283624,NM_132163,FBgn0029944,FBgn0029944,60.58102766798419,FBgn0029944
rna-NM_078515.4,130,2185,0.059496567505720827,NM_078515,FBgn0026144,FBgn0026144,105.7905138339921,FBgn0026144
rna-NM_001272380.2,130,2185,0.059496567505720827,NM_001272380,FBgn0026144,FBgn0026144,105.7905138339921,FBgn0026144
rna-NM_206638.3,125,2225,0.056179775280898875,NM_206638,FBgn0026144,FBgn0026144,105.7905138339921,FBgn0026144
rna-NM_001272381.2,756,11755,0.06431305827307529,NM_001272381,FBgn0004198,FBgn0004198,3.011462450592884,FBgn0004198
rna-NM_080025.2,684,10438,0.0655297949798812,NM_080025,FBgn0004198,FBgn0004198,3.011462450592884,FBgn0004198
rna-NM_001258636.2,700,10732,0.06522549385016772,NM_001258636,FBgn0004198,FBgn0004198,3.011462450592884,FBgn0004198
rna-NM_001272383.1,391,7773,0.050302328573266435,NM_001272383,FBgn0029504,FBgn0029504,32.19407114624506,FBgn0029504
rna-NM_206639.3,330,6451,0.05115485971167261,NM_206639,FBgn0029504,FBgn0029504,32.19407114624506,FBgn0029504
rna-NM_001272382.1,329,6398,0.05142231947483589,NM_001272382,FBgn0029504,FBgn0029504,32.19407114624506,FBgn0029504
rna-NM_078516.3,246,5064,0.0485781990521327,NM_078516,FBgn0029504,FBgn0029504,32.19407114624506,FBgn0029504
rna-NM_132173.3,177,3420,0.05175438596491228,NM_132173,FBgn0022786,FBgn0022786,63.05612648221344,FBgn0022786
rna-NM_132174.3,121,2226,0.05435759209344115,NM_132174,FBgn0027553,FBgn0027553,35.458498023715414,FBgn0027553
rna-NM_132175.3,71,2688,0.026413690476190476,NM_132175,FBgn0029957,FBgn0029957,154.901185770751,FBgn0029957
rna-NM_001258638.2,22,2170,0.010138248847926268,NM_001258638,FBgn0029958,FBgn0029958,19.843083003952565,FBgn0029958
rna-NM_132176.4,22,1957,0.011241696474195196,NM_132176,FBgn0029958,FBgn0029958,19.843083003952565,FBgn0029958
rna-NM_001272384.1,24,2395,0.010020876826722338,NM_001272384,FBgn0016041,FBgn0016041,364.9130434782609,FBgn0016041
rna-NM_206640.2,20,1861,0.010746910263299301,NM_206640,FBgn0016041,FBgn0016041,364.9130434782609,FBgn0016041
rna-NM_143746.5,20,1676,0.011933174224343675,NM_143746,FBgn0016041,FBgn0016041,364.9130434782609,FBgn0016041
rna-NM_001298058.1,97,1656,0.058574879227053143,NM_001298058,FBgn0029969,FBgn0029969,23.174703557312327,FBgn0029969
rna-NM_132186.2,90,1517,0.05932762030323006,NM_132186,FBgn0029969,FBgn0029969,23.174703557312327,FBgn0029969
rna-NM_132187.3,86,2581,0.03332041844246416,NM_132187,FBgn0029970,FBgn0029970,18.272727272727273,FBgn0029970
rna-NM_001298063.1,115,2961,0.03883823032759203,NM_001298063,FBgn0040087,FBgn0040087,27.699604743083004,FBgn0040087
rna-NM_132189.3,97,2756,0.03519593613933237,NM_132189,FBgn0040087,FBgn0040087,27.699604743083004,FBgn0040087
rna-NM_078518.3,46,960,0.04791666666666667,NM_078518,FBgn0261592,FBgn0261592,823.5138339920949,FBgn0261592
rna-NM_167136.2,55,1195,0.04602510460251046,NM_167136,FBgn0261592,FBgn0261592,823.5138339920949,FBgn0261592
rna-NM_078519.3,77,1518,0.050724637681159424,NM_078519,FBgn0010292,FBgn0010292,42.976284584980235,FBgn0010292
rna-NM_132192.3,100,1705,0.05865102639296188,NM_132192,FBgn0029975,FBgn0029975,62.798418972332016,FBgn0029975
rna-NM_001298064.1,330,5250,0.06285714285714286,NM_001298064,FBgn0029976,FBgn0029976,61.15573122529645,FBgn0029976
rna-NM_132193.2,264,4246,0.06217616580310881,NM_132193,FBgn0029976,FBgn0029976,61.15573122529645,FBgn0029976
rna-NM_132195.3,114,1469,0.07760381211708646,NM_132195,FBgn0260858,FBgn0260858,74.92885375494072,FBgn0260858
rna-NM_132196.3,427,8365,0.05104602510460251,NM_132196,FBgn0029979,FBgn0029979,285.0671936758893,FBgn0029979
rna-NM_001298065.1,319,6384,0.049968671679197996,NM_001298065,FBgn0029979,FBgn0029979,285.0671936758893,FBgn0029979
rna-NM_001272387.1,86,1251,0.06874500399680256,NM_001272387,FBgn0029980,FBgn0029980,68.65612648221344,FBgn0029980
rna-NM_132197.3,89,1346,0.06612184249628529,NM_132197,FBgn0029980,FBgn0029980,68.65612648221344,FBgn0029980
rna-NM_167137.2,47,877,0.053591790193842644,NM_167137,FBgn0004403,FBgn0004403,488.3399209486166,FBgn0004403
rna-NM_080145.5,23,643,0.03576982892690513,NM_080145,FBgn0004403,FBgn0004403,488.3399209486166,FBgn0004403
rna-NM_080427.4,37,594,0.06228956228956229,NM_080427,FBgn0004404,FBgn0004404,75.57707509881423,FBgn0004404
rna-NM_001298066.1,36,562,0.06405693950177936,NM_001298066,FBgn0004404,FBgn0004404,75.57707509881423,FBgn0004404
rna-NM_132200.4,561,9371,0.059865542631522786,NM_132200,FBgn0260970,FBgn0260970,231.65612648221344,FBgn0260970
rna-NM_001272388.1,561,9371,0.059865542631522786,NM_001272388,FBgn0260970,FBgn0260970,231.65612648221344,FBgn0260970
rna-NM_001272389.1,561,9308,0.06027073485174044,NM_001272389,FBgn0260970,FBgn0260970,231.65612648221344,FBgn0260970
rna-NM_132199.4,162,2453,0.06604158173664901,NM_132199,FBgn0027280,FBgn0027280,249.04743083003953,FBgn0027280
rna-NM_206643.2,163,2559,0.06369675654552559,NM_206643,FBgn0027280,FBgn0027280,249.04743083003953,FBgn0027280
rna-NM_167140.2,383,5571,0.06874887811882965,NM_167140,FBgn0003656,FBgn0003656,208.901185770751,FBgn0003656
rna-NM_078520.3,370,5571,0.06641536528450906,NM_078520,FBgn0003656,FBgn0003656,208.901185770751,FBgn0003656
rna-NM_167141.3,135,1928,0.0700207468879668,NM_167141,FBgn0003656,FBgn0003656,208.901185770751,FBgn0003656
rna-NM_078521.3,124,2322,0.053402239448751075,NM_078521,FBgn0003447,FBgn0003447,205.62055335968378,FBgn0003447
rna-NM_167143.3,191,3358,0.05687909469922573,NM_167143,FBgn0003447,FBgn0003447,205.62055335968378,FBgn0003447
rna-NM_167142.3,179,3101,0.05772331505965817,NM_167142,FBgn0003447,FBgn0003447,205.62055335968378,FBgn0003447
rna-NM_001169226.2,138,2451,0.056303549571603426,NM_001169226,FBgn0003447,FBgn0003447,205.62055335968378,FBgn0003447
rna-NM_132205.3,50,1480,0.033783783783783786,NM_132205,FBgn0029990,FBgn0029990,2.8509881422924885,FBgn0029990
rna-NM_001272392.2,488,9949,0.049050155794552214,NM_001272392,FBgn0004656,FBgn0004656,501.4308300395257,FBgn0004656
rna-NM_078523.3,454,8942,0.05077163945426079,NM_078523,FBgn0004656,FBgn0004656,501.4308300395257,FBgn0004656
rna-NM_206647.3,395,9034,0.04372371042727474,NM_206647,FBgn0004656,FBgn0004656,501.4308300395257,FBgn0004656
rna-NM_167144.4,407,9146,0.04450032801224579,NM_167144,FBgn0004656,FBgn0004656,501.4308300395257,FBgn0004656
rna-NM_206646.4,398,9071,0.0438760886341087,NM_206646,FBgn0004656,FBgn0004656,501.4308300395257,FBgn0004656
rna-NM_001272394.2,385,8716,0.04417163836622304,NM_001272394,FBgn0004656,FBgn0004656,501.4308300395257,FBgn0004656
rna-NM_206645.4,386,8773,0.04399863216687564,NM_206645,FBgn0004656,FBgn0004656,501.4308300395257,FBgn0004656
rna-NM_001272393.2,390,9076,0.042970471573380346,NM_001272393,FBgn0004656,FBgn0004656,501.4308300395257,FBgn0004656
rna-NM_001169228.2,225,5081,0.044282621531194645,NM_001169228,FBgn0004656,FBgn0004656,501.4308300395257,FBgn0004656
rna-NM_001298070.1,176,4397,0.04002729133500114,NM_001298070,FBgn0004657,FBgn0004657,122.21343873517786,FBgn0004657
rna-NM_001298069.1,168,4187,0.04012419393360401,NM_001298069,FBgn0004657,FBgn0004657,122.21343873517786,FBgn0004657
rna-NM_080054.3,163,4042,0.04032657100445324,NM_080054,FBgn0004657,FBgn0004657,122.21343873517786,FBgn0004657
rna-NM_001298068.1,164,4042,0.04057397328055418,NM_001298068,FBgn0004657,FBgn0004657,122.21343873517786,FBgn0004657
rna-NM_132206.3,244,5078,0.048050413548641195,NM_132206,FBgn0029992,FBgn0029992,20.873517786561266,FBgn0029992
rna-NM_167145.2,105,2894,0.03628196268140981,NM_167145,FBgn0029996,FBgn0029996,242.9407114624506,FBgn0029996
rna-NM_132210.3,64,2292,0.027923211169284468,NM_132210,FBgn0029996,FBgn0029996,242.9407114624506,FBgn0029996
rna-NM_167146.2,64,2328,0.027491408934707903,NM_167146,FBgn0029996,FBgn0029996,242.9407114624506,FBgn0029996
rna-NM_001298071.1,212,5277,0.040174341481902597,NM_001298071,FBgn0029997,FBgn0029997,36.039920948616604,FBgn0029997
rna-NM_206649.2,204,5254,0.038827559954320516,NM_206649,FBgn0029997,FBgn0029997,36.039920948616604,FBgn0029997
rna-NM_206648.2,156,3920,0.03979591836734694,NM_206648,FBgn0029997,FBgn0029997,36.039920948616604,FBgn0029997
rna-NM_132211.2,132,3570,0.03697478991596639,NM_132211,FBgn0029997,FBgn0029997,36.039920948616604,FBgn0029997
rna-NM_001298072.1,139,4238,0.03279848985370458,NM_001298072,FBgn0040319,FBgn0040319,26.41581027667989,FBgn0040319
rna-NM_080266.3,129,3426,0.03765323992994746,NM_080266,FBgn0040319,FBgn0040319,26.41581027667989,FBgn0040319
rna-NM_001298073.1,123,3231,0.03806870937790158,NM_001298073,FBgn0040319,FBgn0040319,26.41581027667989,FBgn0040319
rna-NM_206650.2,122,3145,0.03879173290937997,NM_206650,FBgn0040319,FBgn0040319,26.41581027667989,FBgn0040319
rna-NM_132212.3,87,2119,0.04105710240679566,NM_132212,FBgn0029999,FBgn0029999,8.799209486165996,FBgn0029999
rna-NM_001298074.1,86,2053,0.04188991719434973,NM_001298074,FBgn0029999,FBgn0029999,8.799209486165996,FBgn0029999
rna-NM_132213.2,107,2004,0.053393213572854294,NM_132213,FBgn0030000,FBgn0030000,9.620553359683795,FBgn0030000
rna-NM_132216.4,107,1972,0.05425963488843814,NM_132216,FBgn0030003,FBgn0030003,14.928853754940711,FBgn0030003
